"" "GSM647591_W01_06Y4D_HG_U133_Plus2.CEL"	"GSM647592_W02_06Y4C_HG_U133_Plus2.CEL"	"GSM647593_W03_06Y4B_HG_U133_Plus2.CEL"	"GSM647594_W04_06Y4A_HG_U133_Plus2.CEL"	"GSM647595_W05_06Y49_HG_U133_Plus2.CEL"	"GSM647596_W06_06Y48_HG_U133_Plus2.CEL"	"GSM647597_W07_06Y47_HG_U133_Plus2.CEL"	"GSM647598_W08_06Y46_HG_U133_Plus2.CEL"	"GSM647599_W09_06Y45_HG_U133_Plus2.CEL"	"GSM647600_W10_06Y44_HG_U133_Plus2.CEL"	"GSM647601_W11_06Y43_HG_U133_Plus2.CEL"	"GSM647602_W12_06Y42_HG_U133_Plus2.CEL"	"GSM647603_W13_06Y41_HG_U133_Plus2.CEL"	"GSM647604_W14_06Y40_HG_U133_Plus2.CEL"	"GSM647605_W16_06Y3Y_HG_U133_Plus2.CEL"	"GSM647606_W17_06Y4J_HG_U133_Plus2.CEL"	"GSM647607_W19_06Y55_HG_U133_Plus2.CEL"	"GSM647608_W_JUL22_12_06XZ8_HG_U133_Plus_2.CEL"	"GSM647609_W_JUL22_1_06XZK_HG_U133_Plus_2.CEL"	"GSM647610_W_JUL22_2_06XZJ_HG_U133_Plus_2.CEL"	"GSM647611_W_JUL22_3_06XZH_HG_U133_Plus_2.CEL"	"GSM647612_W_JUL22_4_06XZG_HG_U133_Plus_2.CEL"	"GSM647613_W_JUL22_5_06XZF_HG_U133_Plus_2.CEL"	"GSM647614_W_JUL22_6_06XZE_HG_U133_Plus_2.CEL"	"GSM647615_W_JUL22_7_06XZD_HG_U133_Plus_2.CEL"	"GSM647616_W_JUL22_8_06XZC_HG_U133_Plus_2.CEL"	"GSM647617_W_JUL22_9_06XZB_HG_U133_Plus_2.CEL"	"GSM647618_W_JUL7_10_06XVW_HG_U133_Plus_2.CEL"	"GSM647619_W_JUL7_11_06XVV_HG_U133_Plus_2.CEL"	"GSM647620_W_JUL7_12_06XVU_HG_U133_Plus_2.CEL"	"GSM647621_W_JUL7_1_06XW5_HG_U133_Plus_2.CEL"	"GSM647622_W_JUL7_2_06XW4_HG_U133_Plus_2.CEL"	"GSM647623_W_JUL7_3_06XW3_HG_U133_Plus_2.CEL"	"GSM647624_W_JUL7_4_06XW2_HG_U133_Plus_2.CEL"	"GSM647625_W_JUL7_5_06XW1_HG_U133_Plus_2.CEL"	"GSM647626_W_JUL7_6_06XW0_HG_U133_Plus_2.CEL"	"GSM647627_W_JUL7_7_06XVZ_HG_U133_Plus_2.CEL"	"GSM647628_W_JUL7_8_06XVY_HG_U133_Plus_2.CEL"	"GSM647629_W_JUL7_9_06XVX_HG_U133_Plus_2.CEL"	"GSM647551_05_0025.CEL"	"GSM647552_05_0028.CEL"	"GSM647553_06_0008.CEL"	"GSM647554_06_0011.CEL"	"GSM647555_06_0012.CEL"	"GSM647556_06_0013.CEL"	"GSM647557_07_0007.CEL"	"GSM647558_10_0026.CEL"	"GSM647559_10_0038.CEL"	"GSM647560_11_0037.CEL"	"GSM647561_11_0057.CEL"	"GSM647562_11_0070.CEL"	"GSM647563_11_0075.CEL"	"GSM647564_11_0084.CEL"	"GSM647565_11_0086.CEL"	"GSM647566_11_0087.CEL"	"GSM647567_11_0090.CEL"	"GSM647568_11_0096.CEL"	"GSM647569_11_0109_A1.CEL"	"GSM647570_12_0001.CEL"	"GSM647571_13_0004.CEL"	"GSM647572_13_0005.CEL"	"GSM647573_13_0006.CEL"	"GSM647574_14_0004.CEL"	"GSM647575_14_0006.CEL"	"GSM647576_15_0021.CEL"	"GSM647577_15_0023.CEL"	"GSM647578_15_0025.CEL"	"GSM647579_17_0003.CEL"	"GSM647580_18_0004.CEL"	"GSM647581_19_0006.CEL"	"GSM647582_19_0007.CEL"	"GSM647583_19_0008.CEL"	"GSM647584_19_0009.CEL"	"GSM647585_20_0002.CEL"	"GSM647586_20_0006.CEL"	"GSM647587_20_0007.CEL"	"GSM647588_20_002.CEL"	"GSM647589_22_0010.CEL"	"GSM647590_22_0013.CEL"	"GSM647527_01_0087.CEL"	"GSM647528_01_0089.CEL"	"GSM647529_01_0092.CEL"	"GSM647530_01_0093.CEL"	"GSM647531_01_0095.CEL"	"GSM647532_01_0099.CEL"	"GSM647533_01_0109.CEL"	"GSM647534_01_0112.CEL"	"GSM647535_01_0114.CEL"	"GSM647536_01_0115.CEL"	"GSM647537_01_0116.CEL"	"GSM647538_01_0117.CEL"	"GSM647539_01_0129.CEL"	"GSM647540_01_0133.CEL"	"GSM647541_01_0134.CEL"	"GSM647542_01_0138.CEL"	"GSM647543_01_0142.CEL"	"GSM647544_01_0146.CEL"	"GSM647545_03_0003.CEL"	"GSM647546_04_0002.CEL"	"GSM647547_04_0006.CEL"	"GSM647548_05_0019.CEL"	"GSM647549_05_0020.CEL"	"GSM647550_05_0023.CEL"
"RP11-388M20.1"	4.1669	4.3257	4.3177	3.9368	4.1333	4.251	4.3096	4.3155	4.4889	4.8676	4.1337	4.6102	4.3287	4.2987	4.2844	4.2154	4.1826	3.9376	4.1345	4.2632	4.3525	4.2325	3.9773	4.3758	4.2987	4.5939	4.7025	4.1858	4.2794	4.196	4.2987	4.7397	4.3528	4.3491	4.5473	4.6469	4.5146	4.2427	4.5123	4.3852	3.8828	3.8916	4.3875	4.1508	3.9015	3.6167	3.728	3.9897	3.9681	3.8022	3.6148	3.9839	4.1052	3.6736	3.7083	3.7711	3.886	4.0883	3.7878	4.1267	3.7658	3.6555	4.4906	3.5821	4.0534	3.9382	4.3213	4.4117	4.4965	3.2748	4.0841	4.0286	4.5335	4.1885	3.9392	3.8014	3.9681	4.0184	4.0447	3.9829	3.8662	3.6193	3.7114	3.791	3.8367	3.754	4.1869	4.3391	4.0586	3.9719	4.094	3.8042	4.371	3.7422	3.8353	3.8648	3.6806	3.4608	3.9691	3.8536	3.3192	3.5232	3.9281
"RP11-388M20.6"	5.5901	5.4153	5.5536	5.5284	5.6476	5.5441	5.5536	5.6257	5.6952	5.828	5.569	5.5901	5.3543	5.3261	5.7907	5.5833	5.5709	5.5672	5.4441	5.6631	5.3542	5.6923	5.5901	5.5615	5.6618	5.8935	5.7278	5.5497	5.7322	5.6576	5.3598	5.7806	5.453	5.5639	5.5901	5.6988	5.6783	5.5986	5.8105	5.4475	5.3502	5.5566	5.5821	5.4182	5.7931	5.6487	5.3291	5.3652	5.3181	5.1038	5.2012	5.0412	5.4526	5.2011	5.6408	5.3863	5.3045	5.5365	5.3555	5.5469	5.637	5.4288	5.9258	5.2852	5.3249	5.1877	5.4747	5.7271	5.2078	5.1215	5.437	5.298	5.6893	5.6415	5.4974	5.5632	5.5406	5.9036	5.6287	5.2597	5.0514	5.3922	5.0257	4.9747	5.1484	5.2066	5.1851	5.1139	5.2512	5.2599	5.5005	5.3724	5.1816	5.4036	5.256	5.3166	5.391	5.0958	5.4564	5.3112	5.2672	5.6176	5.055
"RP11-389C8.2"	5.4831	5.4339	4.8971	4.1268	5.9275	6.5345	5.9942	5.3937	4.8363	6.3872	7.0255	5.2377	6.8586	4.8626	5.1268	4.8442	5.6566	6.1425	6.5619	4.7568	6.0115	5.638	6.5792	5.761	4.465	4.594	4.8237	6.6675	6.3661	8.1223	5.698	4.6659	5.4353	4.7434	4.5406	5.0251	7.823	7.0726	7.3661	6.3667	7.0465	5.6387	5.3812	5.9324	4.8277	6.2616	7.0117	4.7054	7.4755	6.5272	7.1424	6.4189	5.2038	6.2283	5.3378	4.9953	6.3522	5.8447	7.008	7.1184	5.2412	4.4917	5.1146	5.474	5.4186	5.1786	4.5378	5.6465	3.7685	7.1719	6.2022	4.0256	7.6131	4.8562	6.2684	7.5611	6.2602	5.9794	5.2893	7.1989	7.3462	5.3145	4.5101	4.789	5.2313	4.654	4.4402	5.2155	5.1739	4.3637	4.5227	4.7513	6.9587	5.5335	6.2841	6.0176	6.1916	4.6915	5.7002	5.7977	6.8158	5.8111	6.1826
"RP11-389G6.3"	3.7985	4.0212	4.3623	3.9538	3.9294	4.0796	3.8636	3.9509	4.4896	4.1103	4.2024	4.4693	4.385	4.1903	4.2851	4.4168	3.9535	4.4697	4.4734	4.402	4.403	4.147	4.2439	4.561	4.9766	4.2055	4.5561	4.0861	4.0521	4.4197	4.0816	4.7655	4.0313	4.2847	4.532	4.4112	4.0504	4.2183	4.2447	4.3707	4.2504	4.6161	4.7008	4.3486	4.3787	4.3078	4.2751	4.3703	5.2005	4.0615	4.5316	4.5125	4.5968	4.1119	4.2692	4.2106	4.2572	4.4838	4.4287	4.5263	4.5038	4.3755	4.2003	4.0896	4.1815	4.4359	4.3802	4.4531	4.37	4.0338	4.2145	4.2065	4.2567	4.4523	4.3981	4.3662	4.4269	4.8884	4.0499	4.1007	4.3377	3.7767	4.1334	3.7134	3.2584	4.1317	4.2371	4.2851	3.9965	4.1974	4.0617	3.895	4.6403	4.2556	4.371	4.1095	4.259	4.533	4.2517	4.3008	4.1975	4.1525	3.9315
"RP11-38C18.2"	4.7445	4.9248	5.0602	4.9379	5.1933	5.0133	4.8739	5.1478	4.8271	5.6557	5.1388	5.136	5.2042	4.7781	4.581	4.6817	4.8763	4.9371	5.2513	5.0198	5.0217	5.0217	5.1829	5.1443	5.3991	4.682	4.954	4.8684	5.34	5.1145	4.7219	5.3011	4.9044	4.8215	5.0784	4.9079	5.5211	5.0217	4.8821	5.6646	5.2104	5.2486	5.057	5.03	5.3246	5.1198	5.3793	5.3151	5.6623	4.7715	5.2928	5.5383	5.0923	5.0808	5.2774	4.9798	5.3395	5.5065	5.3448	5.341	5.0536	5.0621	5.4168	4.7943	5.2565	5.3678	5.4363	5.6578	5.4729	5.1085	5.8563	5.4461	5.3357	5.2901	5.6466	5.1583	5.3156	4.8429	5.3674	5.3596	5.1525	4.3873	4.7285	4.7825	5.0441	4.671	4.968	5.1329	4.9377	4.6167	4.6323	4.7484	5.0497	4.9125	5.0313	4.9121	4.6125	5.0204	5.0404	4.7943	5.0723	4.7451	5.228
"RP11-38C18.3"	4.372	4.3308	4.4654	4.2737	4.2914	4.4193	4.4345	4.6052	4.327	5.0855	4.6325	4.7097	4.7296	4.5976	4.4237	4.5451	4.4152	4.4593	4.7205	4.7222	4.4156	4.4744	4.7308	4.5815	4.702	5.0195	4.7867	4.3371	4.4536	4.5922	4.4442	4.7212	4.64	4.5632	4.8085	5.3058	4.5929	4.6159	4.6774	4.8852	4.8526	4.885	4.6698	5.0993	4.9448	4.9393	4.7405	5.0246	5.22	4.7307	4.6165	4.6219	4.9472	4.5259	4.7059	4.5078	4.7737	5.2847	4.8538	4.9253	5.3903	4.6145	5.2054	4.6876	5.0053	4.8231	5.2068	5.1215	5.1618	4.4891	5.1969	4.9931	4.8707	4.646	4.9112	4.7964	4.7298	4.3439	4.7146	4.1532	3.9136	4.4224	3.9611	4.1356	4.2286	4.5061	4.8477	4.5077	4.2185	4.7072	4.5965	4.3734	4.7585	4.4674	4.1555	4.481	4.3213	4.3531	4.3629	4.4918	4.1119	4.1224	4.3944
"RP11-38L15.2"	4.0137	4.1926	4.0684	3.9812	4.025	3.9753	3.3944	4.021	3.9511	4.6246	3.9956	4.2147	4.6745	3.8793	4.1287	3.8895	3.7844	4.133	4.2157	4.2912	4.2038	4.1287	3.4922	3.8239	4.7342	4.2556	4.1991	4.177	3.8713	4.0522	4.1287	4.1994	4.3535	4.2831	4.4187	4.4711	3.8833	4.0886	4.3624	4.1196	4.1733	4.1868	4.5531	4.1238	4.1726	3.7086	4.0237	4.1986	4.5613	3.8892	4.1761	3.9203	4.1167	3.9416	4.3087	4.04	4.2092	4.5039	4.3141	4.5162	4.0344	3.661	4.898	4.535	4.1937	4.0291	4.4633	4.2541	4.6189	3.9558	4.1615	4.3923	4.0453	4.0601	3.9745	4.1659	4.1204	4.4904	3.935	3.7492	3.5296	3.5849	3.1344	3.7127	3.4671	3.6102	3.7123	3.7674	3.5315	3.5661	3.821	3.8252	4.1915	3.7952	3.7492	3.9422	3.3338	3.863	3.7895	3.753	3.6752	3.7034	3.7356
"RP11-394I13.2"	6.0839	6.5379	6.0881	5.7468	6.6706	6.6416	5.7317	6.2237	6.0312	6.3484	7.0334	6.1586	5.4928	6.3237	6.4322	5.4734	6.333	6.7915	6.5007	5.9818	6.9058	5.9772	6.0394	6.3128	3.841	5.801	5.6339	5.6202	6.2052	6.125	5.4158	5.4174	4.9115	5.9906	4.3415	5.6682	6.3462	6.2475	5.4682	5.3099	5.1375	5.5566	5.9266	5.6117	5.6239	5.6232	6.5569	6.6125	5.6114	6.2835	5.8336	7.4044	5.8582	5.9531	6.041	5.9455	6.0523	4.9588	6.7914	5.4286	5.6163	6.0078	5.1375	6.1487	5.9483	4.7338	5.5643	5.0359	4.8696	7.0739	5.8806	5.0093	5.7781	5.468	6.3045	6.0302	6.3557	6.6353	5.8147	6.4377	6.0451	6.329	6.8887	6.7704	5.7223	5.555	5.3983	5.8982	6.0201	5.0034	6.019	6.5029	6.0308	5.6026	6.2	6.0911	5.7607	5.5293	5.2763	5.7524	5.8401	6.096	5.9842
"RP11-395I6.3"	3.3927	3.3154	3.1946	4.2632	3.0602	3.4434	3.5892	3.4944	3.603	2.9044	3.2829	3.1219	3.2236	4.2107	3.6354	4.4106	4.3737	3.8564	3.3987	3.4798	3.5352	4.0204	3.6913	3.4798	3.5162	3.3596	3.6508	3.3521	3.0421	3.3062	4.1128	3.8141	3.4129	4.8351	3.3192	3.1791	3.6585	3.1853	2.9257	3.1308	3.0383	3.2355	3.0076	3.1539	3.2924	3.2962	3.6547	3.3001	3.5296	3.7065	3.4149	3.5079	3.3768	4.5705	3.8594	3.1388	4.0334	2.5927	3.5816	3.2881	3.5555	4.4164	5.1533	4.8149	3.3849	3.1121	2.9496	3.1523	3.0681	4.329	3.2736	3.2328	3.162	3.104	3.2091	3.1906	3.2443	4.7837	3.9661	3.3863	3.3199	3.428	4.4261	3.1722	4.0293	3.876	3.22	3.0465	4.1977	3.6855	3.9851	4.3513	3.0312	3.4362	3.7028	3.372	3.3593	3.1715	3.6118	4.1243	3.1728	3.4106	3.1813
"RP11-395N3.1"	4.2799	4.1931	4.3507	4.1717	4.2937	4.1204	4.2786	4.1071	4.3822	4.6444	4.1875	4.2088	4.7524	4.2876	4.0487	4.2786	4.1118	4.6444	4.2977	4.3602	4.2885	4.5233	4.2127	4.1995	4.1886	4.1811	4.2445	4.161	4.2754	4.6075	4.2786	4.2786	4.1906	4.1071	4.3565	4.4825	4.3239	4.3482	4.2066	4.2536	4.4539	3.9515	4.0149	4.1508	4.4287	4.1931	4.2337	4.0374	4.4604	4.0915	4.1359	4.0837	3.8269	3.894	4.3315	3.9645	4.1013	4.2213	3.8929	4.3713	3.9768	3.7928	4.2204	3.7707	4.0779	4.4063	3.9152	3.7913	4.4619	3.7837	4.3993	4.4733	4.4836	4.2535	4.1716	4.1495	4.13	4.1682	3.9042	4.1663	4.2408	3.726	3.7007	3.9096	4.0265	3.7641	4.3449	4.4821	3.9325	4.2983	4.1456	3.9906	4.5	3.9574	3.8055	4.0625	4.1378	4.4444	4.2817	4.209	4.1146	3.964	4.0993
"RP11-396F22.1"	4.1108	4.343	4.3107	4.2575	3.9406	4.2756	4.0127	4.1176	4.3127	5.1854	4.485	5.6554	5.1952	4.661	4.5514	4.5723	4.3758	4.7161	4.4096	4.807	4.4702	4.7268	4.095	4.5924	4.6719	4.9089	4.7688	4.4066	4.4702	4.2372	4.234	4.4153	4.7226	4.3247	4.3732	5.0318	4.4249	4.2997	4.9272	5.0355	4.8915	4.4935	5.3732	4.763	4.7962	4.5629	4.4519	4.34	4.8577	4.1309	4.6032	4.5981	5.011	4.75	4.4057	4.4503	4.774	5.2222	4.2453	4.804	4.8891	4.1885	4.8049	4.8808	4.7266	4.9442	4.6544	5.0374	5.3529	4.3342	4.757	5.3726	4.3583	5.0723	4.3988	4.7361	4.4009	5.2	4.4529	4.37	4.3759	4.3898	3.6857	4.2433	4.1041	4.6459	5.0778	4.9501	4.1528	4.4799	4.3073	4.1076	4.9986	4.9871	4.4183	4.2536	4.0038	3.6455	4.4222	4.4236	4.4942	4.1483	4.4373
"RP11-397A16.3"	4.3697	4.4279	4.1461	4.1475	4.4339	4.4012	4.1787	4.2827	4.2632	4.7259	4.3209	4.3286	4.4299	4.6189	4.1207	4.5645	4.3597	4.3801	4.2876	4.3248	4.3048	4.4061	4.356	4.3986	4.4537	4.4876	4.3697	4.5358	4.1935	4.4618	4.31	4.6628	4.4309	4.3641	4.7993	4.468	4.3697	3.9758	4.3604	4.3975	4.3559	4.6929	4.4058	4.0619	4.3676	4.312	4.3574	4.5212	4.9907	4.5243	4.14	4.512	3.9875	4.2936	4.2882	4.1546	4.3593	4.3369	4.3478	4.3804	4.1525	4.4938	4.1943	4.2019	4.1902	4.3971	4.2262	4.5835	4.4171	4.0989	4.4874	4.589	4.2718	4.3054	4.7213	4.2276	4.1731	4.6947	4.3129	3.7411	3.7996	3.7689	3.6389	3.5654	3.8307	3.6077	4.1594	3.9635	3.7661	3.7228	3.6986	3.8019	4.0071	3.9282	3.7027	3.6883	3.8437	4.455	4.0242	3.9737	3.9974	3.6923	3.7423
"RP11-399E6.1"	3.9997	3.8139	3.81	3.6167	3.8287	3.7775	3.5876	3.6124	4.1277	4.6012	3.9832	4.3339	4.299	3.7274	3.7273	3.7519	3.6264	4.0132	3.8281	3.9041	4.0517	3.695	3.477	4.1844	4.0173	4.3619	4.4693	3.926	3.5763	4.2446	3.9563	4.3232	3.9776	3.5554	3.9311	4.7055	3.926	4.2087	3.926	3.8677	3.8124	3.3895	3.7791	3.7798	3.7343	3.645	3.7889	3.8091	4.0711	3.523	3.226	3.8136	4.0415	3.5212	3.8458	3.5682	3.9866	4.2518	3.5798	3.8089	3.9741	3.8019	4.2003	3.8369	3.8158	4.5929	4.0225	4.241	4.1904	3.2959	4.0672	4.5176	3.8245	3.8124	3.8113	3.416	3.7172	4.0553	3.7786	3.4859	3.6031	3.3545	3.4978	3.7481	3.1597	4.0299	4.1699	4.1002	3.4332	3.6673	3.7664	3.567	4.0424	3.9549	3.6835	3.78	3.649	3.4622	4.1947	3.7181	3.8528	3.7415	3.9709
"RP11-399O19.9"	5.9839	5.7915	6.12	5.7701	5.6715	5.9027	5.8342	5.6505	5.4172	5.732	5.9421	5.6598	6.4449	5.4495	5.6579	5.2762	5.3501	5.7633	6.0691	5.9751	5.4299	5.4122	5.0976	5.0773	5.4188	5.6076	5.4504	6.1401	5.9625	6.1638	5.8773	5.208	5.3873	4.7562	5.335	4.976	6.4132	6.7096	5.6923	6.0818	5.639	5.3062	5.69	5.7546	5.6449	6.3564	6.0677	6.2819	5.9271	6.1084	5.8033	5.8705	5.6956	5.2328	5.4482	5.733	5.476	5.5029	5.9155	6.381	6.0737	5.5324	5.6623	5.2852	5.3856	5.5191	5.1295	5.8038	5.4977	5.9453	5.7269	5.1095	5.7188	5.468	6.2138	6.8394	5.5181	5.7991	5.2536	6.0631	6.1715	5.4847	5.2174	5.9581	5.1053	5.1828	4.7887	4.9772	5.1558	4.8153	4.5609	5.0623	5.3055	5.1809	5.2468	5.4914	5.9127	5.9924	5.0787	5.1019	6.3985	5.372	5.8358
"RP11-39H13.1"	5.5947	5.7727	5.374	5.2176	5.6147	5.7706	5.1733	5.6553	6.2642	6.7504	5.7853	6.7759	6.6216	5.7087	5.7716	5.7293	5.42	5.7853	5.6325	5.8522	5.6057	5.8358	5.4406	6.0428	5.7865	6.5329	6.1583	5.2273	5.5969	5.7853	5.9843	5.7609	5.9431	5.5407	5.6058	5.8604	5.5467	6.0887	6.0862	5.9835	6.1382	5.7082	5.9598	6.4202	6.62	5.6208	5.8969	5.516	6.3238	5.5781	5.7406	5.9241	6.1579	5.6118	6.0008	6.0719	6.1326	6.5008	5.8715	6.0062	6.0465	5.8512	5.9941	5.9211	6.2328	6.358	6.0651	6.6533	6.7483	5.6939	6.114	6.2215	5.8754	6.1634	6.1202	5.6042	5.6443	6.3325	5.7299	5.5611	5.2718	5.3837	5.0032	5.1675	4.7261	5.8977	5.669	6.044	5.4162	6.112	5.6373	5.7412	6.3471	5.9756	5.8546	5.7715	5.6611	5.6939	6.2917	5.8553	5.7601	5.5211	5.7436
"RP11-3L8.3"	3.6251	3.6719	3.8141	3.6314	3.5638	3.5818	3.6709	3.7907	4.1242	3.8446	3.7147	3.6851	4.2583	3.8413	3.7614	3.8893	3.706	3.9478	3.8982	3.8348	3.7928	4.0527	3.7005	3.7753	3.9272	3.9089	3.9978	3.831	3.8852	3.831	3.7992	3.8054	4.0505	3.8131	3.8602	4.3344	3.831	3.8848	3.9956	4.2519	3.8139	3.9043	3.8731	4.0352	4.2489	3.7289	3.6988	3.7616	3.827	3.5732	3.6535	3.7531	4.2909	3.5613	3.6558	3.7659	4.1115	3.8554	3.8872	4.054	3.8688	3.8023	3.9209	4.1801	3.7862	4.0126	3.9521	4.0751	4.1124	3.8944	3.7463	4.1997	3.7587	4.0483	3.8387	3.7531	3.9183	4.5362	4.006	3.3406	3.4854	3.4474	3.3979	3.6266	3.4147	3.7509	3.7909	3.7348	3.5477	3.8841	3.6641	3.6619	3.4927	3.7924	3.6129	3.6254	3.748	3.7541	3.9388	3.8195	3.5141	3.5063	3.72
"RP11-400N13.1"	4.7479	4.7362	4.7598	4.2439	4.5534	4.785	4.2003	4.7595	5.0585	5.5201	4.6716	5.4027	5.5788	5.0039	4.6831	4.771	4.446	5.0836	4.8029	4.8071	4.836	4.7615	4.6816	4.7833	4.9695	5.0515	5.0707	4.9698	4.7447	5.0552	4.9101	5.1607	4.6266	4.6849	4.8451	4.6786	4.8927	4.8643	4.9756	4.7584	4.9732	5.0037	4.6372	4.6869	5.3695	4.7198	4.9378	5.0598	5.1282	4.3949	4.3799	5.1978	4.8682	4.869	4.8866	4.9195	4.8707	5.0858	4.7125	5.3641	5.0022	4.5837	5.076	4.8149	5.0013	4.7622	4.7598	5.2411	5.496	4.4352	4.8808	5.4037	5.001	5.091	5.0091	5.1265	4.8968	5.498	4.6059	4.7384	4.9175	4.8053	4.5155	4.3958	4.6605	4.6105	4.5683	5.1871	4.6393	4.8347	4.638	4.6544	4.928	5.105	4.9704	5.1354	4.8383	4.5283	5.0036	4.5971	4.5089	4.4953	4.8091
"RP11-400N9.1"	4.1781	3.7903	4.2058	4.0431	3.9538	4.2675	4.1505	4.1007	4.1099	4.3877	4.4226	4.2825	4.5442	4.0218	4.3682	4.2356	4.1377	4.7572	4.742	4.0727	4.0742	4.1655	4.2268	4.2099	4.4321	4.3387	4.2966	4.3331	3.9945	4.0024	4.1506	3.8123	4.1257	4.4437	4.0342	4.4959	4.1894	4.0767	4.6872	4.2169	4.2776	4.4011	4.2115	4.4001	4.489	4.1357	4.1068	4.0824	4.0371	3.8972	4.0167	4.1132	4.7356	3.9227	4.3073	4.3094	4.3826	4.3995	4.0453	4.3481	4.1718	4.1786	4.4011	4.013	4.138	4.3819	4.491	4.5025	4.5997	3.8258	4.2626	4.4822	3.9704	4.3676	3.8604	4.0366	4.0255	5.0042	4.1833	3.618	4.0163	3.5794	3.6126	3.3841	3.396	4.021	4.0571	3.9456	3.8362	4.1757	3.8013	3.7713	3.714	3.9473	3.8546	3.814	3.5157	3.2761	3.781	3.668	3.6785	3.7787	3.9853
"RP11-402D21.2"	5.1539	5.8978	5.3615	5.4894	5.2012	5.6838	5.4056	5.5044	5.9354	6.6333	5.3741	6.4125	6.5108	6.072	5.6445	5.7542	5.7202	5.9496	5.3448	5.6264	5.9631	5.4871	5.551	5.6474	5.8633	5.9532	5.9357	5.3755	5.7091	5.4943	5.4031	6.0117	5.7202	5.6499	5.9354	6.2481	5.5648	6.1533	5.979	5.4246	5.7102	5.9468	5.2828	5.3731	6.005	5.4401	5.4843	5.2467	5.4919	4.9962	5.2084	5.6121	5.6072	5.4642	5.4087	5.6637	5.2975	6.1348	5.1354	5.8229	5.6207	5.2261	5.8761	5.5384	5.6561	6.0357	5.6569	6.167	6.3838	5.1849	5.3348	6.3616	5.2051	6.0601	4.8628	4.987	5.61	6.002	5.2181	5.2536	5.3561	5.344	5.1681	5.4007	5.1482	5.5947	6.1164	5.8262	5.3936	5.9523	5.6954	5.2594	6.0647	5.0635	5.7196	5.5953	5.589	5.4233	5.7129	5.4197	5.4794	5.3248	5.5099
"RP11-403N16.3"	3.408	3.6073	3.3966	3.2663	3.2342	3.3204	3.2846	3.3777	3.6547	3.9557	3.0897	3.6972	3.9853	3.337	3.5588	3.4532	3.5597	3.7455	3.8274	3.5925	3.4475	3.2788	3.3699	3.4981	3.5834	3.6604	3.6026	3.4215	3.5576	3.493	3.3171	3.3581	3.7581	3.47	3.6944	4.0654	3.295	3.1734	3.4751	3.5129	3.9384	3.4952	3.5032	3.5857	3.721	3.1968	3.5073	3.3653	4.1487	3.7165	3.3839	3.4687	3.677	3.491	3.6108	3.5588	3.7095	4.2696	3.5495	3.8493	3.7863	3.5288	4.3447	3.614	3.7394	3.4715	3.6744	4.2035	4.1176	3.3259	3.6468	3.9437	3.8725	3.5999	3.3822	3.4348	3.6255	3.9483	3.7711	3.0773	3.0905	2.8298	3.0273	3.1541	3.0545	3.1689	3.5795	3.4922	3.063	3.0999	3.4032	3.3226	3.4244	3.3469	3.2586	3.2518	3.1689	3.325	3.8231	3.706	3.0253	2.7605	3.2938
"RP11-403P17.3"	6.3843	6.3683	6.6056	6.5074	6.8414	6.5369	5.8988	6.5938	6.9296	7.0172	6.8447	7.0086	6.9672	6.0464	6.0594	6.5074	6.3957	5.8238	6.9644	6.421	6.6059	7.0218	6.6109	6.7035	6.8976	6.7795	6.9114	6.4736	6.2969	6.3211	6.1557	6.4066	6.6964	6.3044	6.5074	6.5886	6.276	5.4728	6.8621	6.1607	6.6468	6.1066	6.1468	6.1351	6.3066	6.2078	6.3971	6.2138	6.9247	6.5037	6.1117	6.2503	6.5126	6.311	6.6452	5.865	6.4417	6.5851	6.6539	6.3446	6.1268	6.0091	6.3812	6.2614	6.649	6.3267	6.9385	7.0643	6.6184	6.4166	6.9575	6.8586	6.6614	6.8193	6.5606	5.8574	6.2554	6.0596	6.3194	6.1352	6.2468	6.1186	6.2148	6.4421	6.154	6.0925	6.6109	6.2386	6.5435	6.2489	6.5675	6.4297	6.6107	6.6817	6.0004	6.5061	5.7942	5.8702	6.4558	6.3094	6.0026	6.208	6.7671
"RP11-403P17.4"	11.1576	10.8046	11.197	10.9029	11.0722	10.6753	11.1907	11.0547	10.1749	10.4362	10.9341	9.7002	9.8866	10.7536	10.6412	10.5056	10.0453	9.8364	10.6253	10.7001	10.783	10.4571	10.6124	10.2074	12.1387	9.7948	9.707	10.6363	10.9025	10.544	9.9	10.4209	10.4014	10.1914	10.6605	9.6275	10.5427	8.9867	10.4749	10.7705	10.2796	9.6878	10.5372	10.0902	10.2494	10.3723	9.8008	10.5083	10.1242	10.7023	10.2201	9.9339	9.7248	10.0299	10.043	10.3687	9.2909	9.4004	9.9533	9.824	9.6864	9.6465	7.9056	9.9825	9.4836	8.7523	10.0456	9.3983	8.721	10.1562	10.2413	9.2022	11.0558	9.9919	10.9968	10.67	10.3879	8.2474	9.8962	10.602	10.6465	10.5796	10.5113	10.7631	10.6733	10.4459	10.6572	10.1262	10.7951	10.3019	10.4829	10.2508	9.6515	10.0557	9.4832	9.6773	10.3273	10.2247	9.5405	10.3248	8.432	10.0196	9.5223
